# Time Picea Larix Shrub Sphagnum_hum Sphagnum_hol water_table
2.398630136986301675e+00 -1.122624786617692355e-01 3.752024429489922430e-01 1.753695921855104034e-01 -8.966841272635626969e-02 2.533717435674747165e-01 -1.242122179886548661e-01
2.401369863013698147e+00 -1.124741612520802903e-01 3.764268140113551930e-01 1.758103494228883401e-01 -9.052380260367942633e-02 2.529565416180910020e-01 -1.276369257741927221e-01
2.404109589041095951e+00 -1.126879966096187152e-01 3.776511858368600261e-01 1.762511080415269937e-01 -9.140754784887958340e-02 2.525158896117165042e-01 -1.311005060540693934e-01
2.406849315068493755e+00 -1.129031223593362776e-01 3.788755579231534720e-01 1.766918665578965097e-01 -9.231411681168558148e-02 2.520507944812912515e-01 -1.345875595703979188e-01
2.409589041095891115e+00 -1.131189493329122636e-01 3.800999293898858489e-01 1.771326248387964097e-01 -9.323856528823361300e-02 2.515647404440984891e-01 -1.380373240812602376e-01
2.412328767123288475e+00 -1.133359396357285637e-01 3.813243007897623160e-01 1.775733835480504952e-01 -9.418723951724877752e-02 2.510558094992881850e-01 -1.415753778584012690e-01
2.415068493150685391e+00 -1.135544629934586158e-01 3.825486721226750153e-01 1.780141415586453113e-01 -9.516044378346345811e-02 2.505170325033967971e-01 -1.452784389063689618e-01
2.417808219178081863e+00 -1.137748571715350571e-01 3.837730444827953113e-01 1.784548994717607417e-01 -9.615465303369027938e-02 2.499494266525706110e-01 -1.489779008897697543e-01
2.420547945205479667e+00 -1.139971972650578730e-01 3.849974164510990282e-01 1.788956580697104171e-01 -9.717453099620534940e-02 2.493524870898475576e-01 -1.526627940186374155e-01
2.423287671232877472e+00 -1.142215909825265857e-01 3.862217875528743960e-01 1.793364164983470566e-01 -9.822695958460232746e-02 2.487212411892596731e-01 -1.563363275128794860e-01
2.426027397260274832e+00 -1.144477656049178865e-01 3.874461589017049179e-01 1.797771754843852654e-01 -9.930377854723973496e-02 2.480677766697879094e-01 -1.600051465641424975e-01
2.428767123287672192e+00 -1.146758621325519728e-01 3.886705307316127289e-01 1.802179339039680361e-01 -1.003971242449955420e-01 2.474020083047026031e-01 -1.637140448887458299e-01
2.431506849315069108e+00 -1.149057722658128056e-01 3.898949023223342580e-01 1.806586927433780354e-01 -1.015127002987992189e-01 2.467144370116745589e-01 -1.674831555097333613e-01
2.434246575342465579e+00 -1.151366978856203094e-01 3.911192748901363148e-01 1.810994514250373610e-01 -1.026393518379495190e-01 2.459998975031125190e-01 -1.712850811406773366e-01
2.436986301369863384e+00 -1.153686565840150308e-01 3.923436460833224504e-01 1.815402097862846564e-01 -1.037827941841021478e-01 2.452570934126815927e-01 -1.751218034260498824e-01
2.439726027397260744e+00 -1.156016881561620635e-01 3.935680180562438069e-01 1.819809682256163796e-01 -1.049433519502060430e-01 2.444966857921661019e-01 -1.790019460834225695e-01
2.442465753424658104e+00 -1.158353417849846551e-01 3.947923897295906315e-01 1.824217269833110777e-01 -1.061269882091316619e-01 2.437217272072303709e-01 -1.829023942770825195e-01
2.445205479452055020e+00 -1.160707033745936589e-01 3.960167615392357066e-01 1.828624856925637476e-01 -1.073426980009871690e-01 2.429239856759255189e-01 -1.867705563503523347e-01
2.447945205479451491e+00 -1.163076770740556765e-01 3.972411331053732342e-01 1.833032449091362426e-01 -1.085962476509870905e-01 2.420970395503330430e-01 -1.905111712672240554e-01
2.450684931506849296e+00 -1.165457397306626508e-01 3.984655049559279183e-01 1.837440039240658129e-01 -1.098864461227388317e-01 2.412335772168444636e-01 -1.942075396849787805e-01
2.453424657534247100e+00 -1.167847323081950967e-01 3.996898760859194377e-01 1.841847622051850930e-01 -1.112134759320053679e-01 2.403286851031272431e-01 -1.979112233477077210e-01
2.456164383561644460e+00 -1.170256486767609905e-01 4.009142474490560160e-01 1.846255202877649659e-01 -1.125648924589720962e-01 2.393889314832478299e-01 -2.016149069935702642e-01
2.458904109589041820e+00 -1.172679992133526666e-01 4.021386192535146842e-01 1.850662788502326628e-01 -1.139261281388304486e-01 2.384341142827521576e-01 -2.053266320495608643e-01
2.461643835616438736e+00 -1.175122462644236226e-01 4.033629903327143329e-01 1.855070373419738239e-01 -1.153167543319001120e-01 2.374467145022023939e-01 -2.090451040295712992e-01
2.464383561643835208e+00 -1.177572637453029869e-01 4.045873617069545847e-01 1.859477959809274217e-01 -1.167389421779024550e-01 2.364229963999893436e-01 -2.128317343836396980e-01
2.467123287671233012e+00 -1.180019173052431342e-01 4.058117334620206518e-01 1.863885551704532739e-01 -1.181982198751933416e-01 2.353524153397091312e-01 -2.167384956334042212e-01
2.469863013698630816e+00 -1.182467718421325031e-01 4.070361051768717209e-01 1.868293137338888354e-01 -1.196889278812982155e-01 2.342354513805091909e-01 -2.198309836594548039e-01
2.472602739726028176e+00 -1.184916942468548645e-01 4.082604770940600480e-01 1.872700720652796247e-01 -1.212052389505812594e-01 2.330852008970108746e-01 -2.226943661991747925e-01
2.475342465753425536e+00 -1.187376248549390917e-01 4.094848485345734534e-01 1.877108303964299119e-01 -1.227345824003063940e-01 2.319146465734635842e-01 -2.255529995380069486e-01
2.478082191780822452e+00 -1.189857471576956233e-01 4.107092201186421376e-01 1.881515889086992910e-01 -1.242844754811429225e-01 2.307141898312696504e-01 -2.282956765989723746e-01
2.480821917808218924e+00 -1.192367363006663766e-01 4.119335917175607209e-01 1.885923475286337414e-01 -1.258667698552491665e-01 2.294686099657106126e-01 -2.308240348726296187e-01
2.483561643835616728e+00 -1.194894815907310420e-01 4.131579632369652422e-01 1.890331063418983493e-01 -1.274813054447138105e-01 2.281765171890305643e-01 -2.330581147833961364e-01
2.486301369863014088e+00 -1.197417520027831139e-01 4.143823346613290659e-01 1.894738647347131155e-01 -1.291237169891489012e-01 2.268261040392381689e-01 -2.345783314264495989e-01
2.489041095890411448e+00 -1.199937469533011447e-01 4.156067062281867397e-01 1.899146228699649941e-01 -1.307772560377756521e-01 2.254195180856210790e-01 -2.356769789738300536e-01
2.491780821917808364e+00 -1.202465298581946590e-01 4.168310781559332878e-01 1.903553813540599104e-01 -1.324357092133341685e-01 2.239617385498177404e-01 -2.370418730202004665e-01
2.494520547945204836e+00 -1.204985269915555685e-01 4.178871468151806878e-01 1.907073567184609797e-01 -1.340945117418924082e-01 2.224536586197181087e-01 -2.383395011470623992e-01
2.497260273972602640e+00 -1.207498976620435399e-01 4.184952984992007519e-01 1.908230470235361131e-01 -1.357485482287571488e-01 2.209101564425645092e-01 -2.396448112526250174e-01
2.500000000000000444e+00 -1.210023561238257883e-01 4.186662405176476698e-01 1.907081002613251475e-01 -1.373968965286327393e-01 2.193413982270360219e-01 -2.399911770031631364e-01
2.502739726027397804e+00 -1.212549291159984582e-01 4.184155402073863605e-01 1.903707288663627206e-01 -1.390400473276811322e-01 2.177496930994642921e-01 -2.399551215077994903e-01
2.505479452054795164e+00 -1.215070174313263029e-01 4.177587672480012615e-01 1.898191464001857121e-01 -1.406780825407515367e-01 2.161336909967418174e-01 -2.399356649908019334e-01
2.508219178082192080e+00 -1.217577266844215578e-01 4.167114882419689081e-01 1.890615638692929312e-01 -1.423117814231898703e-01 2.144956899573242370e-01 -2.399592939274552139e-01
2.510958904109588552e+00 -1.220067791206319724e-01 4.152892713585034090e-01 1.881061952940971671e-01 -1.439422388512408835e-01 2.128358292713767030e-01 -2.400395408495804572e-01
2.513698630136986356e+00 -1.222542223342216183e-01 4.135076863171705530e-01 1.869612517835693988e-01 -1.455674294357157672e-01 2.111575221982276429e-01 -2.406750607298887568e-01
2.516438356164384160e+00 -1.225004863558813439e-01 4.113680688722941015e-01 1.856266133778589067e-01 -1.471825213007842970e-01 2.094618808635998752e-01 -2.415293070320907454e-01
2.519178082191781520e+00 -1.227463251770081060e-01 4.087943562885519855e-01 1.840568358190175502e-01 -1.487856622712674382e-01 2.077361180641087157e-01 -2.425875986926222805e-01
2.521917808219178880e+00 -1.229916934038030318e-01 4.057892796187877460e-01 1.822526135299817884e-01 -1.503830072639311954e-01 2.059882805558424235e-01 -2.438956770081363024e-01
2.524657534246575796e+00 -1.232370933534331081e-01 4.023725783324407224e-01 1.802246027205464673e-01 -1.519775917119276509e-01 2.042242637493589807e-01 -2.453542420230993004e-01
2.527397260273972268e+00 -1.234817090089452146e-01 3.985639926178595749e-01 1.779834585336771691e-01 -1.535690675520045567e-01 2.024648025636001381e-01 -2.469328538789284377e-01
2.530136986301370072e+00 -1.237250238800668284e-01 3.943832597405999008e-01 1.755398357382730312e-01 -1.551542372071915699e-01 2.007114790305881968e-01 -2.486521330029088650e-01
2.532876712328767876e+00 -1.239677998735376208e-01 3.898501196665895563e-01 1.729043886726120138e-01 -1.567333777743911694e-01 1.989674532590305356e-01 -2.504842926038852169e-01
2.535616438356165236e+00 -1.242106143183056427e-01 3.849843083336471072e-01 1.700877702536599534e-01 -1.583086833846924224e-01 1.972346803932160109e-01 -2.525545682690777394e-01
2.538356164383562596e+00 -1.244528656664704858e-01 3.798045842750809586e-01 1.671000157184382717e-01 -1.598827188811129951e-01 1.955167007588951567e-01 -2.546325390458531457e-01
2.541095890410959068e+00 -1.246943122941748111e-01 3.743275546395010700e-01 1.639498028103457128e-01 -1.614558377422291302e-01 1.938165458401651942e-01 -2.567740313140681185e-01
2.543835616438355540e+00 -1.249351081525021528e-01 3.685694382522154422e-01 1.606455771505095054e-01 -1.630275626806828582e-01 1.921302894613511891e-01 -2.583711284522491880e-01
2.546575342465753344e+00 -1.251761006308590718e-01 3.625462490252471803e-01 1.571956807800385103e-01 -1.646141998618801949e-01 1.904383639605990441e-01 -2.595719349315803171e-01
2.549315068493150704e+00 -1.254179699363258405e-01 3.562736851886909029e-01 1.536082987323426630e-01 -1.662335848293138574e-01 1.887260816974269950e-01 -2.607847258408722002e-01
2.552054794520547620e+00 -1.256609878335225305e-01 3.497669917798118533e-01 1.498913946871316405e-01 -1.678653368365810306e-01 1.870022661501476724e-01 -2.618474607857785297e-01
2.554794520547944980e+00 -1.259025436415737165e-01 3.431364160558301180e-01 1.461016049366800074e-01 -1.695106513692999917e-01 1.852606508909404870e-01 -2.625467363637368212e-01
2.557534246575341452e+00 -1.261435733231869583e-01 3.365119961549359329e-01 1.423059723761817275e-01 -1.711608589949939474e-01 1.835005110610363754e-01 -2.630079778775205601e-01
2.560273972602739256e+00 -1.263859563435507927e-01 3.298978386457356859e-01 1.385072260137528155e-01 -1.728172813495929272e-01 1.817204444066048419e-01 -2.636341920016431195e-01
2.563013698630137061e+00 -1.266291514774338378e-01 3.232957066549975722e-01 1.347070390493533276e-01 -1.744762118627279923e-01 1.799259146910123508e-01 -2.645973087054778183e-01
2.565753424657534421e+00 -1.268734419169826877e-01 3.167048521647919945e-01 1.309060227934688014e-01 -1.761427560946178250e-01 1.781223617619082100e-01 -2.654616135718304570e-01
2.568493150684931337e+00 -1.271186115885880874e-01 3.101211553929532627e-01 1.271034406398600103e-01 -1.778226628554862299e-01 1.763115675205924049e-01 -2.662554543880190638e-01
2.571232876712328697e+00 -1.273646195856667496e-01 3.035357552067445286e-01 1.232967847126785338e-01 -1.795318521625697827e-01 1.744906067651653681e-01 -2.668921436608912012e-01
2.573972602739725168e+00 -1.276089052782360955e-01 2.969328145439215638e-01 1.194811567180985995e-01 -1.812618844196375867e-01 1.726561968782479861e-01 -2.674327036268154267e-01
2.576712328767122973e+00 -1.278514523131324132e-01 2.902870642248301936e-01 1.156488271081811681e-01 -1.829865633901180955e-01 1.708178267822120233e-01 -2.678275664917633136e-01
2.579452054794520777e+00 -1.280923205639896145e-01 2.836849667535391029e-01 1.118429376417909710e-01 -1.847022786224221669e-01 1.689712600262475162e-01 -2.682466994235260249e-01
2.582191780821918137e+00 -1.283331568512537380e-01 2.771814650091665722e-01 1.080888579279534745e-01 -1.864110193535319371e-01 1.671187068205747250e-01 -2.688985751035956051e-01
2.584931506849315053e+00 -1.285731975260169802e-01 2.708435457520348977e-01 1.044198068089845777e-01 -1.881070844245731621e-01 1.652563209540499067e-01 -2.695130358766536505e-01
2.587671232876712413e+00 -1.288123833927341810e-01 2.650925289099343440e-01 1.010481327492727399e-01 -1.897968765293125137e-01 1.633938155386068236e-01 -2.701227193779058289e-01
2.590410958904108885e+00 -1.290503176062524071e-01 2.599252791937221030e-01 9.798156738933809506e-02 -1.914774522845235916e-01 1.615365170306105880e-01 -2.707527150433114982e-01
2.593150684931506689e+00 -1.292868337235142384e-01 2.552693617394900527e-01 9.519063095192908941e-02 -1.931445268338105870e-01 1.596930740895598222e-01 -2.711218474079146179e-01
2.595890410958904049e+00 -1.295207735760454115e-01 2.510646166246723321e-01 9.264966547565825494e-02 -1.947942780395301443e-01 1.578699369243752038e-01 -2.711824772842612030e-01
2.598630136986300965e+00 -1.297532546400347597e-01 2.472604267152465618e-01 9.033613628626713243e-02 -1.964231155609121593e-01 1.560692447262753413e-01 -2.711830529689419067e-01
2.601369863013698325e+00 -1.299841227980125524e-01 2.438124463836964517e-01 8.822925126226574544e-02 -1.980275802529737061e-01 1.542881063412015752e-01 -2.712729709928655142e-01
2.604109589041094797e+00 -1.302123189944422166e-01 2.406814259769447517e-01 8.630972367099995490e-02 -1.995993039021174698e-01 1.525326181518709689e-01 -2.711742250923459552e-01
2.606849315068492601e+00 -1.304378756539745499e-01 2.378333129620892050e-01 8.456025657616371427e-02 -2.011190529027891138e-01 1.508119017738672463e-01 -2.709012696236336448e-01
2.609589041095890405e+00 -1.306606597789895241e-01 2.352383511420946816e-01 8.296526853659461076e-02 -2.025841526883938593e-01 1.491256715992253512e-01 -2.704919946542899689e-01
2.612328767123287765e+00 -1.308811499534882350e-01 2.328703394333620225e-01 8.151065054630241002e-02 -2.040020635422686024e-01 1.474706872078540565e-01 -2.702461283265285563e-01
2.615068493150684681e+00 -1.310991604755163131e-01 2.307060368203217859e-01 8.018355607907036442e-02 -2.053789478407934133e-01 1.458388837204079302e-01 -2.700033752925347086e-01
2.617808219178082041e+00 -1.313143002144879223e-01 2.287246820645552625e-01 7.897222834235964606e-02 -2.067236615042699899e-01 1.442272465179046947e-01 -2.697737721323736348e-01
2.620547945205478513e+00 -1.315269902311239358e-01 2.269076071047760046e-01 7.786585233356890789e-02 -2.080444658559872095e-01 1.426375635779354167e-01 -2.695430369400003690e-01
2.623287671232876317e+00 -1.317388651221503837e-01 2.252379141144531804e-01 7.685442877398192263e-02 -2.093569953582114784e-01 1.410564680193765186e-01 -2.693295219958021791e-01
2.626027397260274121e+00 -1.319498785332639812e-01 2.237002068188132797e-01 7.592866546129578564e-02 -2.106488332621942183e-01 1.394848097058215275e-01 -2.690840874129913352e-01
2.628767123287671925e+00 -1.321587640575060951e-01 2.222803720872464361e-01 7.507988693766433352e-02 -2.118973073485626024e-01 1.379259750871963397e-01 -2.687535052571586869e-01
2.631506849315068397e+00 -1.323654043265407032e-01 2.209653855385285415e-01 7.429994843543535898e-02 -2.131113064341707553e-01 1.363811450136263870e-01 -2.683205136708947669e-01
2.634246575342465313e+00 -1.325714995676691987e-01 2.197431545964731447e-01 7.358116619401361413e-02 -2.143108356477135545e-01 1.348453196479673655e-01 -2.677656862824826511e-01
2.636986301369861785e+00 -1.327777195594217752e-01 2.186027129722371287e-01 7.291649990322410235e-02 -2.154948651621426126e-01 1.333165928281785095e-01 -2.671444938765770716e-01
2.639726027397259589e+00 -1.329844305879901989e-01 2.175350516551764202e-01 7.230020568630403377e-02 -2.166624141931084713e-01 1.317933585515738137e-01 -2.664883167492843041e-01
2.642465753424657393e+00 -1.331913912966634084e-01 2.165319692603151491e-01 7.172702117264245780e-02 -2.178149976068783078e-01 1.302770845582070514e-01 -2.657801344750317374e-01
2.645205479452055197e+00 -1.333973488353168702e-01 2.155856641676458518e-01 7.119188666886076822e-02 -2.189486225754104509e-01 1.287750251960317616e-01 -2.650388862710589821e-01
2.647945205479451669e+00 -1.336017645855545055e-01 2.146886777358817389e-01 7.068991735839173784e-02 -2.200623670781139407e-01 1.272922571439296102e-01 -2.642623826107282636e-01
2.650684931506848141e+00 -1.338037395445231814e-01 2.138338449645372785e-01 7.021637988306923817e-02 -2.211524889071505018e-01 1.258356636183383670e-01 -2.634984545172078807e-01
2.653424657534245945e+00 -1.340037115392756772e-01 2.130142470021689216e-01 6.976666656284701007e-02 -2.222167900785201045e-01 1.244028415198622922e-01 -2.627308606254586953e-01
2.656164383561643749e+00 -1.342035758788077404e-01 2.122231654734425266e-01 6.933627390923126355e-02 -2.232628840130284342e-01 1.229839119641416290e-01 -2.619952098889549164e-01
2.658904109589041553e+00 -1.344033526195375639e-01 2.114540437850662424e-01 6.892078417868027773e-02 -2.242903676688385306e-01 1.215776720084688206e-01 -2.615278659433682984e-01
2.661643835616439357e+00 -1.346023298747527075e-01 2.107004490540524688e-01 6.851584273084188048e-02 -2.253045058439989701e-01 1.201966334904851219e-01 -2.613966998630224414e-01
2.664383561643835829e+00 -1.347994492976489489e-01 2.099560304530978805e-01 6.811714198474393134e-02 -2.263018003292205926e-01 1.188613157609692689e-01 -2.615107725827284790e-01
2.667123287671232745e+00 -1.349956864009654312e-01 2.092146563361293732e-01 6.772051348084838496e-02 -2.272757697151924772e-01 1.175754846575527562e-01 -2.618179381340108303e-01
2.669863013698630549e+00 -1.351904749660506888e-01 2.084733826245795396e-01 6.732395186029288547e-02 -2.282256331064079213e-01 1.163368584170262759e-01 -2.622102372755659716e-01
2.672602739726028354e+00 -1.353829695242993458e-01 2.077321090191315556e-01 6.692739099825470439e-02 -2.291534121171533989e-01 1.151404061581284832e-01 -2.625203136306620832e-01
2.675342465753426158e+00 -1.355724695194166218e-01 2.069908351868911534e-01 6.653082935588285063e-02 -2.300614557214203104e-01 1.139845753045304888e-01 -2.630113316399966261e-01
2.678082191780822630e+00 -1.357600211261605905e-01 2.062495616301073253e-01 6.613426793638962908e-02 -2.309499473239600698e-01 1.128745261040406678e-01 -2.635598418723292258e-01
2.680821917808219101e+00 -1.359460356413240700e-01 2.055082884653379738e-01 6.573770705399897829e-02 -2.318285986506138652e-01 1.118014924204025762e-01 -2.641384170417830357e-01
2.683561643835615573e+00 -1.361295337380326598e-01 2.047670149799425132e-01 6.534114534450120859e-02 -2.327057604735920660e-01 1.107551921708594400e-01 -2.648903719957275138e-01
2.686301369863013377e+00 -1.363100262131061169e-01 2.040257419323263377e-01 6.494458406386548199e-02 -2.335817959873772720e-01 1.097421307313361238e-01 -2.657422213755280538e-01
2.689041095890411182e+00 -1.364875420967261999e-01 2.032844685735461232e-01 6.454802307491765145e-02 -2.344541992837938515e-01 1.087606355550642112e-01 -2.666507313113591904e-01
2.691780821917808986e+00 -1.366623627157798893e-01 2.025431938807039367e-01 6.415146181013271776e-02 -2.353217164082355151e-01 1.078059834567755559e-01 -2.676409161581770335e-01
2.694520547945205458e+00 -1.368347493360131117e-01 2.018019207449689434e-01 6.375490093614241682e-02 -2.361805872243124271e-01 1.068779673019429471e-01 -2.686727193611176401e-01
2.697260273972602374e+00 -1.370048992938833476e-01 2.010606471455678446e-01 6.335833925217776441e-02 -2.370262829398298021e-01 1.059761673253068609e-01 -2.697186331279198268e-01
2.699999999999998845e+00 -1.371741591926709525e-01 2.003193738185607420e-01 6.296177783457315713e-02 -2.378626549371650467e-01 1.050906743558794876e-01 -2.708195334386922504e-01
2.702739726027396649e+00 -1.373410403161879068e-01 1.995781005640591410e-01 6.256521655612504174e-02 -2.386871360441495671e-01 1.042322442240678632e-01 -2.718283611676980405e-01
2.705479452054794454e+00 -1.375057793068172607e-01 1.988368262610503978e-01 6.216865522148459083e-02 -2.395030166385532233e-01 1.033999041275972947e-01 -2.730051627187314311e-01
2.708219178082192258e+00 -1.376683001632949821e-01 1.980955525651304505e-01 6.177209358711724385e-02 -2.403098135524545931e-01 1.025936129793524609e-01 -2.741068565438707916e-01
2.710958904109588730e+00 -1.378302925133747803e-01 1.973542788823059446e-01 6.137553246338190577e-02 -2.411082103161353019e-01 1.018084730744139299e-01 -2.751557990453409319e-01
2.713698630136985201e+00 -1.379919917735896728e-01 1.966130050633346782e-01 6.097897206508828133e-02 -2.418970797592573663e-01 1.010431634237446558e-01 -2.761293721801392209e-01
2.716438356164383006e+00 -1.381529766959785910e-01 1.958717313389538861e-01 6.058241086479077692e-02 -2.426741448559037451e-01 1.002983956171317192e-01 -2.771133308225529612e-01
2.719178082191780810e+00 -1.383124928139914667e-01 1.951304577861381895e-01 6.018584982859328386e-02 -2.434376404443192865e-01 9.957591365318757548e-02 -2.781457749240761057e-01
2.721917808219178614e+00 -1.384700746577080255e-01 1.943891847295219633e-01 5.978928859323199424e-02 -2.441874319731837661e-01 9.887465379402561594e-02 -2.791372792638907030e-01
2.724657534246575086e+00 -1.386257247646368040e-01 1.936479110625119460e-01 5.939272792568759535e-02 -2.449207557215841158e-01 9.819722699226685059e-02 -2.801208404086971693e-01
2.727397260273972002e+00 -1.387806194840188190e-01 1.929066379616428129e-01 5.899616680865299445e-02 -2.456431230654367859e-01 9.753978517215947108e-02 -2.811412846951592548e-01
2.730136986301368474e+00 -1.389354946177223382e-01 1.921653631186296118e-01 5.859960534314549718e-02 -2.463564489000210356e-01 9.689895809129270288e-02 -2.821713369606431154e-01
2.732876712328766278e+00 -1.390898164592638264e-01 1.914240893359184514e-01 5.820304430007672974e-02 -2.470606886266007163e-01 9.627715461763115823e-02 -2.831141633187819751e-01
2.735616438356164082e+00 -1.392418830379766881e-01 1.906828160135380645e-01 5.780648308835299731e-02 -2.477581526323026084e-01 9.567797024713750598e-02 -2.840996935352472219e-01
2.738356164383561886e+00 -1.393916714378035382e-01 1.899415421992211861e-01 5.740992260627651028e-02 -2.484488860310689329e-01 9.509956626674159752e-02 -2.851807252004344151e-01
2.741095890410958358e+00 -1.395408073905388124e-01 1.892002685550807084e-01 5.701336166476120293e-02 -2.491348861435199180e-01 9.453103494774429960e-02 -2.862539078473771426e-01
2.743835616438354830e+00 -1.396887681405242221e-01 1.884589951166562305e-01 5.661680083429700833e-02 -2.498121745714713959e-01 9.398030059708761819e-02 -2.873548850806854071e-01
2.746575342465751302e+00 -1.398345713164050041e-01 1.877177214579175690e-01 5.622023922201340590e-02 -2.504807113303871846e-01 9.344843483325399047e-02 -2.883999994272087863e-01
2.749315068493149106e+00 -1.399791455789975436e-01 1.869764472499149954e-01 5.582367762341667455e-02 -2.511406075281453765e-01 9.293160219189897098e-02 -2.894472905268307694e-01
2.752054794520546910e+00 -1.401211519786765003e-01 1.862351733523338604e-01 5.542711675950621336e-02 -2.517862719024974161e-01 9.243640850076309534e-02 -2.904621670940086275e-01
2.754794520547944714e+00 -1.402603551111900881e-01 1.854939000705652652e-01 5.503055644224051635e-02 -2.524136604282609109e-01 9.196594304447205936e-02 -2.914597199333985866e-01
2.757534246575341630e+00 -1.403968999888305369e-01 1.847526267860375715e-01 5.463399527376908843e-02 -2.530208453851763850e-01 9.152159544565674487e-02 -2.924363893896709254e-01
2.760273972602738102e+00 -1.405313352867656740e-01 1.840113536059599653e-01 5.423743304013654842e-02 -2.536107530540787636e-01 9.109808128194142596e-02 -2.933302496394516456e-01
2.763013698630135906e+00 -1.406636235745350461e-01 1.832700799835275118e-01 5.384087171936550315e-02 -2.541848207535811754e-01 9.069380193033711735e-02 -2.941419647880159083e-01
2.765753424657533710e+00 -1.407935180543971598e-01 1.825288069079870068e-01 5.344431038753004459e-02 -2.547366463461562258e-01 9.030700705568932285e-02 -2.948679413975840435e-01
2.768493150684931514e+00 -1.409209356000420410e-01 1.817875334947744725e-01 5.304774983107646974e-02 -2.552649351184497206e-01 8.993793396965246711e-02 -2.955684791472404371e-01
2.771232876712329318e+00 -1.410458107892049451e-01 1.810462592188768760e-01 5.265118837128283935e-02 -2.557740872246403452e-01 8.958520351274078253e-02 -2.963890849449531406e-01
2.773972602739725790e+00 -1.411685111390075242e-01 1.803049851087529798e-01 5.225462732317577574e-02 -2.562658629447849834e-01 8.924938490055080165e-02 -2.972373440570796332e-01
2.776712328767122262e+00 -1.412902993952811492e-01 1.795637113594558132e-01 5.185806565370185833e-02 -2.567531928743566061e-01 8.892179269242619921e-02 -2.981275182849567051e-01
2.779452054794520066e+00 -1.414113675420103078e-01 1.788224371363028864e-01 5.146150473437545447e-02 -2.572369669441741391e-01 8.860104887318161204e-02 -2.990558331357429100e-01
2.782191780821917870e+00 -1.415312086298327054e-01 1.780811640039664800e-01 5.106494374782381135e-02 -2.577093564707543805e-01 8.829141807937845865e-02 -2.999819980994715141e-01
2.784931506849315674e+00 -1.416482905694230465e-01 1.773398901649719805e-01 5.066838280676341094e-02 -2.581619675912028011e-01 8.799843825338421466e-02 -3.008997977947425739e-01
2.787671232876712146e+00 -1.417631258515090198e-01 1.765986176360120341e-01 5.027182185816943261e-02 -2.586006934806581170e-01 8.772067114502649088e-02 -3.017676466398582225e-01
2.790410958904109062e+00 -1.418753358663887298e-01 1.758573444005150921e-01 4.987526056887005982e-02 -2.590255410438852546e-01 8.745830104549878747e-02 -3.025417389719082806e-01
2.793150684931505534e+00 -1.419854390883477646e-01 1.751160714000939700e-01 4.947869920912163766e-02 -2.594422064022494090e-01 8.720926492613929881e-02 -3.033255226718106767e-01
2.795890410958903338e+00 -1.420934670890484641e-01 1.743747976632284424e-01 4.908213885103147184e-02 -2.598486777170475603e-01 8.697458417387117502e-02 -3.041164766978304290e-01
2.798630136986301142e+00 -1.421997180437373220e-01 1.736335239718247159e-01 4.868557773104329606e-02 -2.602421967361111532e-01 8.675313058511124886e-02 -3.049129932838531842e-01
2.801369863013698946e+00 -1.423036697844917708e-01 1.728922495372273715e-01 4.828901650989997352e-02 -2.606186878070485546e-01 8.654765547063894560e-02 -3.057064736627729262e-01
2.804109589041095418e+00 -1.424057182497449892e-01 1.721509764757995220e-01 4.789245484569551459e-02 -2.609839615674289237e-01 8.635511759815225896e-02 -3.065067982293023796e-01
2.806849315068491890e+00 -1.425057037823344586e-01 1.714097026710832972e-01 4.749589326778465292e-02 -2.613371653048827126e-01 8.617714347337958325e-02 -3.071613648507232064e-01
2.809589041095889694e+00 -1.426042353081276304e-01 1.706684292551839954e-01 4.709933213317075290e-02 -2.616855264747273702e-01 8.601096808620659062e-02 -3.077462511473846307e-01
2.812328767123287498e+00 -1.427004728792013177e-01 1.699271558757018963e-01 4.670277106660054856e-02 -2.620281071443858467e-01 8.585782152214957441e-02 -3.084344592051678768e-01
2.815068493150685303e+00 -1.427955043684216996e-01 1.691858825201315863e-01 4.630621023663468450e-02 -2.623644812164120932e-01 8.571376551515857978e-02 -3.090397894410550905e-01
2.817808219178083107e+00 -1.428878556114265841e-01 1.684446077121258822e-01 4.590964923281993376e-02 -2.626880118484266058e-01 8.558378303751541794e-02 -3.094744385114896468e-01
2.820547945205480023e+00 -1.429776585284674717e-01 1.677033336379403217e-01 4.551308876329124287e-02 -2.629954922802629769e-01 8.546787298429260604e-02 -3.099315301122970712e-01
2.823287671232876495e+00 -1.430651446683627870e-01 1.669620592614920462e-01 4.511652808918640428e-02 -2.632890581717511891e-01 8.536603070528399340e-02 -3.104117899551593340e-01
2.826027397260274299e+00 -1.431504305350221606e-01 1.662207863655109086e-01 4.471996735928927130e-02 -2.635740047546859532e-01 8.527802811174176045e-02 -3.108766407090971517e-01
2.828767123287672103e+00 -1.432335646614144309e-01 1.654795131871094060e-01 4.432340624185337336e-02 -2.638539303683441473e-01 8.520373214953586016e-02 -3.113810391470688277e-01
2.831506849315069907e+00 -1.433144262342363751e-01 1.647382393334428097e-01 4.392684482084652925e-02 -2.641330417919165452e-01 8.514214596261066026e-02 -3.119012158618461594e-01
2.834246575342466379e+00 -1.433931873388947786e-01 1.639969657874728037e-01 4.353028476811075798e-02 -2.644121532320648504e-01 8.509158641097860909e-02 -3.124087193847172594e-01
